no,telemedicine,review,label
28,klikdokter,"Satu aja yg perlu diubah yaitu antrian, coba rombak dokter yg lagi sibuk dan yg lagi kosong. Biar kami bisa lihat, mana yg lagi kosong dan mana yg perlu ikut antrian dan ga tunggu2 dan berulang2 masukkan voucher habisi waktu konyol. Atau nonaktifkan fungsi antrian karna 90% antrian tidak berhasil dan dikonversi ke voucher lelahh baang",negatif
29,klikdokter,Bagus,positif
30,klikdokter,Dok tolong Solusi impoten,positif
31,klikdokter,Slow respon,negatif
32,klikdokter,"Sangat tidak ramah dokter nya,sya kecawa hanya minta sarang doang,tapi malah begitu,ngk ush gitu",negatif
33,klikdokter,komoditas infak pixel,positif
34,klikdokter,Baru coba sya liat sangat membantu jadi wajib sya bagi 5 bintang,positif
35,klikdokter,"Sudah bayar, dokter tidak merespon sampai sesi konsultasi berakhir. Aplikasi sangat buruk. Merugikan",negatif
36,klikdokter,Penjelasan sesat,negatif
37,klikdokter,Aplikasi sangat bagus. Penjelasan dari dokter ny pun jelas,positif
38,klikdokter,Oke bagus,positif
39,klikdokter,Jelek burik nian balikin bae duit aku dokternyo katek teros cepat!!!!!,negatif
40,klikdokter,Beda dokter beda penjelasannya beda pula responnya. Kdang ada yg jutek juga 😅. Ada yg sabar 🥰.,netral
41,klikdokter,Suka,positif
42,klikdokter,"Respon dokternya cepat dan penjelasannya sangat jelas dan mudah dimengerti, bebas bertanya dan dijawab dengan baik. Terimakasih",positif
43,klikdokter,Good,positif
44,klikdokter,bagaimanasayakebannyakañ.caranyagimaña,positif
45,klikdokter,"Aplikasi apa ini, masa udah bayar tapi sesi chat yang baru mulai beberapa detik langsung berakhir. Mana gak bisa di komplain lagi. Apk terjelek, mending yang lain, lebih murah tapi benar-benar membantu",negatif
46,klikdokter,Mantap,positif
47,klikdokter,"Aplikasinya bagus sekali, praktis dan mudah digunakan. Cocok banget karna selalu ada kapanpun kita butuh, aplikasinya keren",positif
48,klikdokter,"aplikasinya membantu banget, banyak fitur yg bermanfaat, dokternya juga sigap bangett, makasih klikdokter👍",positif
49,klikdokter,"Yg mau konsul sini aja, bagus betttt",positif
50,klikdokter,Aplikasi yg sangat membantu ttg kesehatan,positif
51,klikdokter,"Aplikasi gk jelas, sudah bayar malah di batalkan otomatis berkali kali, karena antrian. Msak konsul jam 2 pagi antirian trus sampek hmapir 1 jam smua dokter, mohon maaf klu orang skit gk bisa nunggu selama itu. Intinya pelayanan nya buruk",negatif
52,klikdokter,Yayan,positif
53,klikdokter,Suka bgt aplikasi ini sangat membantu dan bisa chat dokter secara gratis terus lengkap jg penjelasn dan cepat responnya,positif
54,klikdokter,"Ku kira gratis, makanya download, ternyata bayar.",negatif
55,klikdokter,Baguss bgt apk nya responnya cepat,positif
56,klikdokter,Cukup membantu,positif
57,klikdokter,"Sangat membantu, pelayanan juga ramah meski lewat chat",positif
58,klikdokter,Sungguh membantu banget...,positif
59,klikdokter,Terimah kasih aplikasi yang sangat bermanfaat,positif
60,klikdokter,"Udah tiga bulan pake ini, sejauh ini sih aman karna aplikasinya gkk gmpang ngelag tampilannya juga oke. Dokternya selalu readi sih setiap aku mau konsul sampe bingung milih dokter yg mana hahaa",positif
61,klikdokter,sangat membantu sekali,positif
62,klikdokter,Bagus banget sangat bermanfaat,positif
63,klikdokter,"Ko kesalahan jaringan terus ya,dan gabisa buat akun:(",positif
64,klikdokter,Semoga bisa membantu saya dok,positif
65,klikdokter,Sangat memuaskan membantu bangeeet buat Konsultasi .. terimakasih Klikdokter ...,positif
66,klikdokter,Dua bintang aja dulu ya,netral
67,klikdokter,"Baru coba chat konsultasi dgn dokter, respon nya cepat dan penjelasan nya baik, makasih aplikasi ini membantu",positif
68,klikdokter,"Mantap bisa berobat gratis walau pun nggak tatap muka,tapi ada juga yg tatap muka(vc)cuman harus bayar gpp lah apk kesehatan keluarga ni",positif
69,klikdokter,"Setelah saya download,ternyata konsultasi gratis walaupun ada waktunya tapi gapapa,mantap respon dokter juga cepat 👍👍",positif
70,klikdokter,Mantap dahhh,positif
71,klikdokter,Sdah bayar eh malah di suruhbayar lgi jelek skli,negatif
72,klikdokter,tiap konsul dokternya tuh ngerespon dgn cepat. aplikasinya juga ringan gampang dipake,positif
73,klikdokter,"pantes banyak yang sukaa,, sejauh ini cuma aplikasi ini aja yang dokternya super gercep dan analisanya detail banget",positif
74,klikdokter,"helped banget nih aplikasi, bisa konsul sama dokter spesialis apapun. layananya oke dokternya super cepet",positif
75,klikdokter,Menyenangkan,positif
76,klikdokter,Alhmdulillah sangat membantu sekali. Respon cepat dan penjelasan sangat baik.,positif
77,klikdokter,"lagi buru"" mau pembayaran VA lewat bank mandiri ga di temukan mau liat ulang no VA nya ga ada terus mau buat yg baru tapi ga bisa di klik",negatif
78,klikdokter,"BINTANG : 2 SCORE : 8 DOKTER DN SATGAS PENANGANAN COVID-19 ""ZERRO- ZERRO "" ALIAS ""FIFTY - FIFTY "" wkwk ckk",negatif
79,klikdokter,Semoga waktu konsultasi chatnya bisa ditambah di mode gratis,positif
80,klikdokter,"Terimakasih klildokter selalu ada saat saya butuh konsultasi. Walaupun dengan chat konsultasi gratis. Tapi respon dokter sangat cepat, dan penjelasan dan saran nya sangat memuaskan. Terus tingkatkan dan pertahankan yang sudah baik.",positif
81,klikdokter,Saya sudah melakukan transaksi untuk konsultasi Eeehhhhhh malah gk bisa 😔😔😔 Kecewa,negatif
82,klikdokter,Sempurna,positif
83,klikdokter,Bagus Sekali,positif
84,klikdokter,Bolak balik gagal terhubung dengan dokter.,negatif
85,klikdokter,"thank banget klikdokter tuh dokternya selalu ready setiap aku butuhin. Sejauh ini gapernah ada complain untuk app ini, terimakasih",positif
86,klikdokter,Gg mail,positif
87,klikdokter,Baik,positif
88,klikdokter,"kalau sakit emg ga terduga sekali,, suka butuh konsul tengah malem dan diaplikasi ini yang dokternya selalu gercep buat bantu pasien",positif
89,klikdokter,Sya beri bintang 5 dokter nya ramah & profesional..,positif
90,klikdokter,Sy pertama kali coba di aplikasi ini sblm nya pake alodokter.. disni sesi nya cpt bgt.. trs dokter tdk kasi penjelasan apa2 cmn lsng kasi resep dan tnpa penjelasan ..,negatif
91,klikdokter,Tidak siksa patient luka ya Lina simpang 2. Saya tidak berteman LG di NKRI ini,negatif
92,klikdokter,Beda sama yg dulu,negatif
93,klikdokter,Baik,positif
94,klikdokter,Patah tulang bolehkah makan daun kepor?,negatif
95,klikdokter,Bermanfaat sekali ya,positif
96,klikdokter,Cukup membantu,positif
97,klikdokter,Mantap membantu sekali 👍🏻👍🏻👍🏻,positif
98,klikdokter,Kobilbil07,netral
99,klikdokter,Sangat membantu untuk konsultasi bagi ibu2 yg sudah gak kuat jalan buat k dokter 😅 dokternya sangat ramah ☺️,positif
100,klikdokter,"Luar biasa,Ok.",positif
101,klikdokter,Sangat bermanfaat,positif
102,klikdokter,slow respon dan artikelnya gak lengkap klo bisa saya gk akan kasih bintang sih,negatif
103,klikdokter,"Aplikasi apa an ini, sesudah bayar transaksi berhasil eh tiba tiba gagal transaksi katanya ,padahal saldo terpotong.... Bener bener mafia ...",negatif
104,klikdokter,Menuruku ini enak buat konsul tiap butuh dadakan karena dokternya selalu ready,positif
105,klikdokter,Nagih dah konsul disini soalnya respon dokternya ramah banget jadi pasien betah buat nanya lebih lanjut. Mereka juga sabar dan detail penjelasannya,positif
106,klikdokter,"Bagus banget, aplikasi nya sangat membantu 😇",positif
107,klikdokter,"gw emg paling males klo konsul online sm dokter tuh soalnya suka kaga begitu jelas penjelasannya,, tapi pas pake aplikasi ini mayan bgt dokternya gercep dan sejauh ini penjelasan dokternya selalu dimengerti",positif
108,klikdokter,Dari dulu pengen banget nyoba aplikasi klikdokter katanya dokternya fast respon banget eh ternyata bener dong,positif
109,klikdokter,Sebagai ibu rumah tangga,positif
110,klikdokter,Bagus,positif
111,klikdokter,Mantaaff,positif
112,klikdokter,"Sangat buruk, Di chat gak bisa, harus menunggu, gagal, dapat voucer, di pake ke dokter lain tetap sama sibuk.",negatif
113,klikdokter,"Untuk istilah2 kedokteran dijelaskan dengan baik, dan sedikit ngerti....beberapa penyakit yang berhubungan dengan kejiwaan👍👍👍",positif
114,klikdokter,Aku sih yess..,positif
115,klikdokter,Penjelasan dokter sangat memuaskan,positif
116,klikdokter,Dr. Dapit,positif
117,klikdokter,Bagus aplikasi nya sangat membantu,positif
118,klikdokter,Gapernah kecewa sama aplikasi klikdokter ini dari dulu selalu memuaskan apalagi pelayanan dari dokternya itu sendiri,positif
119,klikdokter,Terbaik,positif
120,klikdokter,Sangat membantu sekali aplikasi klik dokter,positif
121,klikdokter,"Dengan harga yang sangat murah, Kita bisa konsultasi dengan dokter specialist.",positif
122,klikdokter,Dok saya mau tanya tentang kesehatan saya dok gini saya punya keluhan perut saya bagian bawah kalau untuk gerak itu sakit kadang rasanya sampai punggung belakang gimana sulusinya dok,negatif
123,klikdokter,"Mulailah Membiasakan HAL - HAL BENAR , Hentikan Membenarkan HAL - HAL BIASA ( RayRalphRouwRick)",positif
124,klikdokter,"Terima kasih terima kasih Atas kiriman Sfm ini As dms/ @ Yth mastter di ManagemenMansgrment. YouTube Com via email YouTube R untuk meraih kesuksesan Sehingga saya Sampai ke Posisi. Sekarang ini. ,/=Management YTH MANAGEMENY. Goo gle. Dan. Pi hgan Wasalam dari Dua. Afr6Sag Projects terima kasih terim ak lain yg terkait lainnya yg Berkepentingan Skali Lagi. Terimakasih. Akhirnya. Thaksyou vrerimymuch. F terbaru oleh orang yang telah Membantu Saya hingga. Saya Sampai di Posisi YouTube R kepad@",positif
125,klikdokter,Sangat bermanfaat,positif
126,klikdokter,sangat membantu..dan memuaskan,positif
127,klikdokter,Tanya masalah kesehatan di KlikDokter dijawab dengan detail banget dan sangat membantu 😍😍😍 suka banget,positif
128,klikdokter,baru pertama pake klikdokter dan kayaknya bakal keterusan nih gue. mantep bgt anjir applikasinya dan pelayanannya juga oke,positif
129,klikdokter,"sekarang kalo sakit gapernah khawatir lagi, tinggal berobat di klikdokter aja semua beres. pelayananya juga berkualitas bgt",positif
130,klikdokter,"gais aku dapet rekomendasi dari kakak aku, jadi aku jg mau rekomendasii jg ni ke kalian klo mau konsul plis ke klikdokter aja kalian pasti gak kecewa, dokternya super ramah polllll",positif
131,klikdokter,"mau sujud syukur sekarang kalo berobat gapernah seribet dlu, apalagi semenjak tau applikasi klikdokter, udah nyaman bgt berobat disini dokternya baik baik dan applikasinya tuh gampang banget digunainnya <3",positif
132,klikdokter,Sudah bayar tapi tidak bisa konsul tiba2 akhiri sesi chat,negatif
133,klikdokter,💙💙💛💛💚💚🧡💜💜🖤🖤❤️❤️💙💙💛💛💚💚💚🧡🧡💜💜🖤🖤❤️❤️,positif
134,klikdokter,Keren,positif
135,klikdokter,Sangat membantu sekali. Informasi yang diberikan dokter sangat detail dan memuaskan.,positif
136,klikdokter,Sangat membantu,positif
137,klikdokter,Murah dan berkualitas,positif
138,klikdokter,"KlikDokter:solusi dulu mau. Cari dokter haruskerumah sakit,puskesmas,tempat praktek tapi sekarangfgnperkembanga teknologi informatika hanya melalui hp saja kita dpt bertemu dokter luarbiasa Dokter Indonesia Tuhan berkati tangan penyembuh kalian semua",positif
139,klikdokter,Aplikasi kualitas nya mantap☺,positif
140,klikdokter,"top markotop dah, dlu sempet males berobat di telehealth karena kayak ngerasa kurang efektif aja gitu, tapi ternyata setelah berobat di klik dokter dokternya sigap dan applikasinya mudah digunain jd ngerasa lebih efisien aja berobat disini",positif
141,klikdokter,"baru kali ini sih aku ngerasa puas berobat lewat telehealth, kemana aja aku baru pake klikdokter huhuhu, bagus banget dibanding telehealth yang lain",positif
142,klikdokter,"telemedicine di Klik Dokter beneran luar biasa kerjanya. Berasa konsul depan muka beneran karena 2 arah pembicaraannya, galangsung sat set resep obat gt jadi aku paham🥺 harus viral",positif
143,klikdokter,"alhamdulillah kebantu bangettttt ada app klikdokter huhu, apalagi dokternya baik dan ramah",positif
144,klikdokter,GOODDDD BNGTTTTT SUKA APP NYAA DOKTERNY BAIKKK MNTP,positif
145,klikdokter,"Chat masih aktif , tp tbtb terputus selesai untuk kirim rating , tolong diperbaiki .",negatif
146,klikdokter,"Hbis di ttf bukan roam chat yg kita dpt malah arahan lain, menipuu",negatif
147,klikdokter,Kesehatan sangat diharuskan. Karena tubuh ini selalu garak.dan setiap sakit ada obatnya.,positif
148,klikdokter,Sudah bayar beberapa kali gagal sampai akhirnya voucer malah di kurangin saya bayar 25 malah beberapa kali gagal saldo voucer 20 ribu aplikasi terburuk yang pernah saya temui,negatif
149,klikdokter,Untuk respon dokternya bagus.,positif
150,klikdokter,"aplikasinya simpel dan gampang banget digunain, ga pusing pusing pokonya mau konsul kapanpun dimanapun",positif
151,klikdokter,Saya sudah melakukan Pembayaran dua kali dgn nominal Berbeda. Tapi setiap menghubungkan chat ke Dokter selalu gagal. Rugi saya,negatif
152,klikdokter,seneng nemu aplikasi klikdokter yang dokternya ramah semua <3,positif
153,klikdokter,"suka kasian sama nenek kalau mau konsul ke dokter harus pergi jauh banget ke rs, dicoba konsul lewat app klikdokter ternyata ngebantu, nenek seneng banget sama pelayanannya",positif
154,klikdokter,"dokternya selalu tersedia keren banget, padahal aku pesennya malem soalnya seharian sibuk tapi kudu konsul dokter soal asam lambung",positif
155,klikdokter,"karena lg musim hujanaku kmrn abis bapil, tapi aku mager bgt berobat jadi lewat telehealth alhamdulillah dari obat, pelayanannya bagus dan sangat membantu bgt, terima kasih klikdokter",positif
156,klikdokter,"gue semenjak pandemi jadi takut buat ke rs atau klinik gitu, tapi pengen konsul ke dokter. nemuin app klikdokter jadi langganan deh, pelayanannya oke. bye bye ngantri di klinik",positif
157,klikdokter,Ribet banget sumpah Cuman mau konsultasi sudah bayar 30 ribu pakai shopeepay eh bolak balik disuruh masukin voucher engga jadi konsultasi akhirnya udah nambah pusing duluan... Semoga rejekinya lancar terus yaaa,negatif
158,klikdokter,Bagus sih membantu cm ad satu hak kadang ad dokter ya culas ad yg baik jg klo di chat,positif
159,klikdokter,Bagus sangat membantu sekali pokoknyaaaaaaaaaa,positif
160,klikdokter,Sangat baik,positif
161,klikdokter,Pengaruh penambahan jenis tepung pisang yang ber beda ter hadap mutu organoleptik makanan formula tempe jagung,positif
162,klikdokter,"Aplikasi nya parah, dokter sibuk Mulu , 2 hari mau Konsul sibuk terus , akhirnya voucher di balikin lagi . Begitu terus , banyakin aja dokternya",negatif
163,klikdokter,Sangat user friendly dan sangat usefull dan dokternya gokil gokil babget penjelasannya enak,positif
164,klikdokter,✨✨✨✨✨✨⭐⭐⭐⭐⭐⭐⭐,positif
165,klikdokter,Aplikasinya enak dipake trus juga siap siaga 24 jam keren banget,positif
166,klikdokter,"Menurut saya, salah satu kelebihan klik dokter tuh dokternya selalu ada dan fast resp",positif
167,klikdokter,selama aku pake klikdokter aku belum merasakan keluhan apapun sih terkait aplikasinya karna emang menurutku app ini udah bagus dan sangat membantu,positif
168,klikdokter,"Baru coba aplikasi ini, sejauh ini sih aplikasi nya bagus menurut aku dan praktis juga",positif
169,klikdokter,"ternyata dokter-dokter di klikdokter ramah-ramah yaa, aku kira cuma kebetukan doang tapi waktu beberapa kali konsul ternyata semuanya ramah dan juga mudah dimengerti sih penjelasan dokternya",positif
170,klikdokter,"Makasih loh ya klikdokter, semenjak ada kamu aku enggak pernah disuruh beli obat lagi wkwkwk karena mamahku langsung pesan di klik dokter soalnya dari badan gampang banget.",positif
171,klikdokter,Dokter tuh kan cocok cocokan yaa tapi gatau kenapa dokternya klikdokter cocok semua sama gue wkwkwk soalnya emang nereka tuh sabar banget ngejelasinnya terus juga gampang ditangkep penjelasannya jaid enak aja gitu,positif
172,klikdokter,excellent,positif
173,klikdokter,Dokter cepat tanggap. Respon baik.,positif
174,klikdokter,Membatu kami,positif
175,klikdokter,itu biayanya berapa kalau giginya mau bagus lagi ga rusak,positif
176,klikdokter,bikin ketagihan buat konsul soalnya dokternya baik bangettt<3,positif
177,klikdokter,sangat membantu,positif
178,klikdokter,"Membatu sekali , semoga tetap begini ada chat gratissnya krna bnyk diluar sna masyarat yg susah untuk kerumh sakit kecuali keadaan darurat",positif
179,klikdokter,"Sangat membantu, harga konsulnya juga terjangkau. Good",positif
180,klikdokter,"recommended banget aplikasinya, fiturnya banyak, terus juga kalau mau konsul ga ribet",positif
181,klikdokter,Sempet underestimate awalnya tapi suprisingly pelayanannya oke banget dan udah 2 bulan aku pake aplikasi ini belum ada keluhan apapun.,positif
182,klikdokter,"Best banget dah pelayanan klikdokter, aku kasih bintang 5",positif
183,klikdokter,Happy banget karena dapet free ongkir waktu beli vitamin lewat app ini mana ga bikin ribet lagi ah bikin cinta,positif
184,klikdokter,"Sumpah uda lebih dr 7x nyoba buat konsultasi tapi selalu disuruh cari dokter lain. Ga guna, dana gabisa di refund. Hiuuh",negatif
185,klikdokter,Bagus,positif
186,klikdokter,Baik,negatif
187,klikdokter,respon nya cepat sekali dan memuaskan,positif
188,klikdokter,Bagus,positif
189,klikdokter,"Awalnya saya senang karena aplikasi ini pilihan pembayarannya banyak. Tetapi akhir2 ini saya coba konsultasi, setelah bayar dan balik ke app malah loading lama banget. Chatnya ga muncul2. Tolong diperbaiki segera.",negatif
190,klikdokter,Kenapa saya tidak mendapatkan verifikasi nomor sya pas baru masuk,negatif
191,klikdokter,"Dok sy pria usia 62 thn,keluhan di dubur terasa mengganjal itu sakit apa ya padahal tak ada benjolan , tak berdarah? Terasa sampai pantat.",positif
192,klikdokter,"Sampai detik ini si good , pelayanan ceppet ya ... Respon dokternya cepet . Cuman penjelasannya terlalu singkat , kurang begitu memahami ..",netral
193,klikdokter,"Hemat , seperti pengobatan alternatip",positif
194,klikdokter,谢谢你的一切问候你和应用程序的所有创建者以及帮助开发这个应用程序的支持者希望你们一直健康快乐,positif
195,klikdokter,Top,positif
196,klikdokter,Sangat mebantu dokter cepat rrspon ya dan mudah di mengerti semoga tambah maju pelayan ya klik dokter,positif
197,klikdokter,"gk salah pilih aplikasi kesehatan deh aku,, dua bulan pake klikdokter jadi kecanduan banget. setiap ada apapa selalu kontak dokternya dan penangannya gercep sih",positif
198,klikdokter,Mantap jiwa,positif
199,klikdokter,"Dokter disini jam berapa juga tetap ada. Bukan cuma itu, tapi fastrespon juga. aplikasinya ramah digunakan gk ribet deh",positif
200,klikdokter,"Udah jangan ditanya, aku sering pake ini dari mama papa ku juga pake. Dokter apa aja ada terus selalu tersedia juga dengan pelayanannya yang topnotch :)",positif
201,klikdokter,"waktu asam lambung naik tengah malem agak pasrah aja, kirain dokter bakal lama bales taunya wadu gercep banget T_T",positif
202,klikdokter,Jempol aja udah dari aku selaku pengguna setia atas keramahan dan kesigapan deretan dokter disini,positif
203,klikdokter,"Dokter di klik dokter keren keren, tengah malem pun ramah bgt dan tetep fastrep",positif
204,klikdokter,"aku pernah sakit perut takut usus buntu sampai panik, eh dokter disini pas konsulnya ramah banget ngejelasinnya dan bikin tenang. thank u dok huhu",positif
205,klikdokter,Yang bikin tenang pakai klik dokter adalah dokter nya lengkap dan selalu tersedia,positif
206,klikdokter,"aplikasinya bnr"" mudah digunakan, ngajarin eyang pake ini langsung bisa jadi beliau bisa konsul dokter sendiri. biaya layanannya juga affordable banget",positif
207,klikdokter,"Jelas, mudah, ngerasa nyaman kalau pake aplikasi ini. Dokternya baik dan cepet respon ke kitanya pertahankan terus ya dok",positif
208,klikdokter,suka betul pakai nih apk karena gampang dipakai dan respon dari dokternya selalu satset,positif
209,klikdokter,sudah seriiinnggg aku pake ini. dokternya bisa tenangin aku yang panik selalu dan tetap sabar terus ramah banget,positif
210,klikdokter,"Pelayanan dokter di klikdokter tuh kalau dibandingkan sama sebelah-sebelah, unggul banget sih. Apalagi soal sigap dan ramahnya.",positif
211,klikdokter,"semenjak ayah bundaku install klik dokter, aku merasa terbantu untuk lega ninggalin mereka kerja. soalnya mereka paham lgsg cara pakenya dan dokternya gapernah gaada jg",positif
212,klikdokter,"Yang belum coba konsul disini, kalau sakit harus coba. Akan kaget sih dengan kefastrepan dokternya wkwkw",positif
213,klikdokter,butuh cepet buat konsul dokter klikdokter jadi juara sih. walau aku rada bawel dokternya selalu ramah dan baik.,positif
214,klikdokter,Konsul disini abis subuh pun balesnya langsung cepet dan tetap ramah ceria tuh dokter wkwk salut,positif
215,klikdokter,semoga terus tambah baik dehh dan bisa dipertahankan keramahan dan kesigapan dokternya,positif
216,klikdokter,dokter disini lengkap kan apa aja ada. udah gitu dokternya gak ada yang gak ramah dan fastresp,positif
217,klikdokter,"waktu tau harga dsini murah ak gamau ekspek apa apa sih, tp ternyata luar biasa ramah dan cepet balesannya",positif
218,klikdokter,Klikdokter sangat membantu aku untuk tenang kalau tiba tiba asma kambuh dan lain lainnya,positif
219,klikdokter,Sangat membantu,positif
220,klikdokter,Aplikasi ini sangat membantu,positif
221,klikdokter,"registrasi 2 kali ke dokter hewan tapi nyambung ke dokter umum terus, padahal kan di keterangan aplikasi dokternya online tapi gagal, uang juga gak bisa di refund cuma di kasih voucher lah kalo kayak gini urgent mau tanya kalo dapat dokternya gak sesuai juga sama aja gak bisa kan. jadinya cuma buang waktu doang tapi gak ada solusi",negatif
222,klikdokter,"saking ramahnya dokter disini, mamaku suka nanyain terus tuh dokter yg waktu itu konsul HAHAHA sampe nanya apa dia gak praktik dmn gitu",positif
223,klikdokter,alhamdulillah ya apk ini tuh dokter-dokternya betulan siap siaga terus dan ramah banget jadi nyaman gak sungkan,positif
224,klikdokter,"Mau kumat jam berapapun ni asam lambung, klikdokter selalu solusi aku sih wkwk. soalnya dokternya ada terus dan balesnya gak lama",positif
225,klikdokter,thank you banyak banyak klikdokter sudah menugaskan deretan dokter yang gercep balesnya dan ramah luar biasa,positif
226,klikdokter,"Maunya si gak sakit sakit, tapi kalau sakit dan ada klikdokter agak tenang si. Pelayanannya paling juara dari yang lain.",positif
227,klikdokter,"ayahku bilang suka banget aplikasi ini semenjak kukasih tau wkwk, dokternya sabar dan sigap banget katanya sama segala pertanyaan beliau HAHAHHA",positif
228,klikdokter,"memang cocok banget klikdokter ini, udah ideal banget sebagai aplikasu telemedicine. Mulai dari userfriendly sampai dokternya yang kerja cepat",positif
229,klikdokter,Aku rasa ini bisa bikin kita tenang banget karena tau kapanpun dokter tersedia dan selalu fastresp,positif
230,klikdokter,peraturan tugas di klikdokter tuh wajib ramah ya kayanya WKWKWK semua dokternya enak bgt komunikatif soalnya,positif
231,klikdokter,"Yang paling aku suka disini tuh dokternya jawabannya ga kaya gugel HAHAHA, balesnya juga cepat sekalii guyyz",positif
232,klikdokter,"ibuku pas awal diajarin pake app ini katanya takut bingung, eh taunya langsung ngerti soalnya apknya gampang dipake banget",positif
233,klikdokter,"pernah tuh bapakku konsul, aku gaenak bgt sama dokternya karena bapakku banyak nanya. tapi dokternya tetap ramah dan balesnya gak lama huhu thank you so much lah",positif
234,klikdokter,"udah lama dari terakhir kali konsul di klikdokter, tapi dokternya emang balesannya satset banget. pasti konsul lg kalau butuh si",positif
235,klikdokter,waktu pertama kali aku konsul disini kaget banget wkwkw convo sama dokternya sengalir itu karena dokternya beneran fast balesnya,positif
236,klikdokter,Terima kasih buat dokter2 nya....sangat membantu & resep2 nya cocok 😊,positif
237,klikdokter,Ada chat konsultasi dengan dokter gratis👍☺️,positif
238,klikdokter,Mantap,positif
239,klikdokter,"sempet kapok pake telemedicine karena pernah dighosting dokter di sebelah dan berakhir refund, pas gastritis aku kambuh bbrp waktu lalu itu akhirnya coba konsul disini. luar biasa si dokternya ramah banget dan cepet bgt balesnya terus nenangin jg lagi anjiir",positif
240,klikdokter,"pernah sekali konsul dan emang chatnya cepet bgt dibales sama dokternya, ngalir terus convonya lebih lebih dari chat sama mas crush :"")",positif
241,klikdokter,memuaskan,positif
242,klikdokter,"saya kira tuh saya hoki dapet dokter ramah, pas kedua dan ketiga kali sama aja walau dokternya beda. aman lah ya buat bilang dokter disini top keramahannya",positif
243,klikdokter,"Banyak tim gak berekspektasi banyak tapi jadi puas ya sama pelayanan klikdokter pasti wkwkw, apalagi soal dokternya yang fastrep sih.",positif
244,klikdokter,"menurut gua sendiri keramahan dokter nomor satu untuk menunjang konsultasi yang nyaman, dan semua dokter disini mantep bener ramahnya",positif
245,klikdokter,"gk ada kurangnya deh app ini. dokternya sigap, aplnya gampang dipake, murah jugaa",positif
246,klikdokter,"waktu pertama gua konsul disini, karena harganya murah bgt gua gamau ekspektasi apa apa jujur aja wkwk. ternyata dokternya baik dan fastrep banget anjir, segala pertanyaan aneh pun dijawab.",positif
247,klikdokter,"telemedicine ini penyelamat aku yg super introvert dan takut ketemu org wkwk, tp dokternya disini enak gitu interaktif banget jadi aku berasa dateng ke rs soalnya cepet balesannya",positif
248,klikdokter,"bulan puasa kan males bgt ke rs ngantri panas, akhirnya pertama kali nyoba klikdokter tuh wkwk. eh nyaman sih jujur aja, ga cape sama sekali tapi solusi dapet karena dokternya baik plus ramah",positif
249,klikdokter,"Kesigapan dokter disini juara gk sih,, belum lama mulai pake sih tp ini the best :)",positif
250,klikdokter,"Dokternya profesional, respon cepat",positif
